TU_ID,Gene_name,Start,End,Strand,Expression_EP,Expression_SP,Description
795,infC-rpmI-rplT,1802199,1803653,-,296.2305684,112.4098303,infC-rpmI-rplT
796,infC,1802932,1804181,-,127.0391767,43.73671594,infC
797,thrS-infC,1802932,1805568,-,83.19299594,29.67898091,thrS-infC
798,thrS-infC-rpmI-rplT-pheMST-ihfA,1798089,1805568,-,81.30285641,30.55894612,thrS-infC-rpmI-rplT-pheMST-ihfA
799,pfkB,1809159,1810134,+,1.409906085,3.274010993,pfkB
800,pfkB,1809187,1810134,+,1.451505,3.370609842,pfkB
801,yniB,1811533,1812098,-,2.61038489,4.920693145,yniB
802,hxpB,1812162,1812883,+,3.212849498,0.942562286,hxpB
803,ydjM,1813006,1813636,+,0.717136916,0.145096255,ydjM
804,tcyP,1813718,1815160,+,0.48230919,2.825868889,tcyP
805,cedA,1816257,1816577,-,1.646510859,1.405088118,cedA
806,katE,1816650,1819117,+,0.443569958,14.54934304,katE
807,chbBCARFG,1819222,1824561,-,0.636504867,0.291669588,chbBCARFG
808,osmE,1824701,1825118,-,8.185909434,52.5191735,osmE
809,nadE,1825138,1826120,+,10.21973966,5.475804904,nadE
810,cho,1826328,1827237,+,0.629154725,0.715626905,cho
811,ves,1827198,1827819,-,0.058570917,0.131453301,ves
812,spy,1827893,1828523,-,1.717121773,10.19962166,spy
813,astCADBE,1828791,1834848,-,0.109295416,0.404007723,astCADBE
814,astCADBE,1828791,1834874,-,0.108828419,0.402281478,astCADBE
815,astCADBE,1828791,1834879,-,0.109698487,0.401951198,astCADBE
816,xthA,1835235,1836069,+,4.137984643,1.543210454,xthA
817,ynjE,1842276,1843609,+,0.57693634,0.815717311,ynjE
818,ynjF,1843619,1844267,-,0.328104509,0.308598853,ynjF
819,ynjH,1844699,1844998,-,0.343040965,0.769768186,ynjH
820,ynjH,1844699,1845023,-,0.336324378,0.725011369,ynjH
821,gdhA,1845144,1846549,+,2.643020711,3.469319712,gdhA
822,ynjI,1846667,1847735,-,0.331813002,0.143708537,ynjI
823,selD-topB,1847768,1850859,-,5.337123928,1.830856991,selD-topB
824,selD-topB,1847773,1850864,-,5.337243828,1.830856991,selD-topB
825,ydjA-selD-topB,1847768,1851535,-,6.359369835,2.314631642,ydjA-selD-topB
826,gapA,1865076,1866601,+,192.0627627,68.3059325,gapA
827,gapA,1865083,1866601,+,192.9395743,68.62049929,gapA
828,msrB,1864852,1865299,-,16.94148321,8.393614221,msrB
829,gapA,1865362,1866601,+,233.2041905,82.65395659,gapA
830,gapA,1865433,1866601,+,247.3558978,87.66970951,gapA
831,gapA-yeaD,1865454,1867569,+,139.7405776,50.16733589,gapA-yeaD
832,gapA,1865571,1866601,+,279.8947268,95.1666266,gapA
833,yeaE,1867618,1868559,-,4.286639554,2.144831949,yeaE
834,mipA,1868562,1869341,-,34.22785084,8.292486451,mipA
835,yeaGH,1869601,1873073,+,0.760475532,32.0674327,yeaGH
836,yeaGH,1869651,1873073,+,0.769823725,32.53570713,yeaGH
837,yeaL,1877159,1877633,+,0.563339726,0.332818524,yeaL
838,nimR,1877591,1878435,-,0.531805323,0.518636807,nimR
839,nimT,1878493,1879689,+,0.410986356,0.207134015,nimT
840,dgcP,1880493,1881575,+,2.242648169,3.183365839,dgcP
841,yeaR-yoaG,1882239,1882829,-,0.10478944,0.071630661,yeaR-yoaG
842,leuE,1882957,1883635,-,1.014947671,0.338865471,leuE
843,rnd,1889700,1890896,-,2.817132446,0.625204193,rnd
844,fadD-sroD,1890853,1892642,-,2.116462216,0.964970415,fadD-sroD
845,yeaY,1892787,1893396,-,3.604101924,2.794635969,yeaY
846,yoaC,1896802,1897267,+,1.656617989,10.15035412,yoaC
847,sdaA,1899645,1901166,+,1.860828763,5.145477925,sdaA
848,yoaE,1902865,1904607,-,1.609725911,3.093991768,yoaE
849,manXYZ,1904769,1907581,+,46.6688004,7.264595859,manXYZ
850,mntP,1908295,1909089,+,1.485774854,0.74785871,mntP
851,yobF-cspC,1910062,1910452,-,106.698013,85.33289355,yobF-cspC
852,yobF-cspC,1910062,1910628,-,73.98698476,62.89095892,yobF-cspC
853,mgrB,1911459,1911627,-,8.607987202,0.330097454,mgrB
854,htpX,1914488,1915453,-,8.242544184,5.68490458,htpX
855,ryeA,1925902,1926149,+,1.978400376,2.280661116,ryeA
856,sdsR,1925940,1926042,-,4.050701928,2.062977896,sdsR
857,pphA,1925149,1926220,-,0.808662971,2.228117765,pphA
858,ptrB,1929615,1931700,-,0.934731891,2.275145664,ptrB
859,yebE,1931884,1932567,-,2.367132709,6.07882865,yebE
860,yebG,1933293,1933600,-,9.472435591,4.296877682,yebG
861,eda,1934921,1935619,-,9.671289966,2.269366378,eda
862,eda,1934921,1935634,-,12.50460619,2.980992918,eda
863,eda,1934921,1935944,-,11.62450069,2.724755296,eda
864,edd-eda,1934921,1937548,-,5.600318344,1.121483644,edd-eda
865,zwf,1937675,1939211,-,20.42425085,4.474074406,zwf
866,pykA,1940330,1941926,+,18.23209655,10.43200037,pykA
867,pykA,1940380,1941926,+,18.77349313,10.75608876,pykA
868,znuCB,1945470,1947034,+,0.954631788,0.613172206,znuCB
869,znuA,1944487,1945496,-,5.054103675,1.842865943,znuA
870,ruvAB,1947109,1948851,-,2.122747698,1.359595129,ruvAB
871,ruvAB,1947055,1948851,-,2.062546386,1.318761904,ruvAB
872,ruvAB,1947109,1948859,-,2.113054786,1.353386932,ruvAB
873,ruvAB,1947055,1948859,-,2.053409968,1.312920213,ruvAB
874,yebB,1948946,1949688,+,0.273367719,0.108442515,yebB
875,yebB,1948980,1949688,+,0.286458568,0.100761156,yebB
876,ruvC,1949651,1950274,-,10.2799097,3.018370442,ruvC
877,yebC-ruvC,1949651,1951020,-,15.2050413,5.023983218,yebC-ruvC
878,nudB-yebC-ruvC,1949651,1951509,-,13.280766,4.827814193,nudB-yebC-ruvC
879,aspS,1951498,1953452,-,11.88387491,6.060455555,aspS
880,aspS,1951498,1953536,-,11.4091136,5.831653598,aspS
881,micL,1961277,1961582,-,1.865466809,12.44973383,micL
882,micL,1961277,1961821,-,1.260315064,7.258406869,micL
883,argS,1962837,1964678,+,7.951056812,3.475298985,argS
884,yecT,1964771,1965295,+,0.116527837,0.046542941,yecT
885,flhBAE,1965416,1969051,-,0.115829805,0.119732757,flhBAE
886,tar-tap-cheRBYZ,1969229,1975551,-,0.069318286,0.063311151,tar-tap-cheRBYZ
887,motAB-cheAW,1975672,1980137,-,0.165115887,0.152789129,motAB-cheAW
888,flhDC,1980102,1981230,-,8.982681985,3.528255437,flhDC
889,flhDC,1980102,1981329,-,8.284033738,3.310881433,flhDC
890,insA-5AB-5B-5,19811,20518,-,1.490569407,2.505417213,insA-5AB-5B-5
891,otsA,1983355,1984909,-,0.779648455,17.43989682,otsA
892,otsBA,1983355,1985700,-,0.757126608,18.42989825,otsBA
893,otsBA,1983355,1985723,-,0.749778966,18.2510427,otsBA
894,araFGH,1985813,1989406,-,0.191215908,0.482055513,araFGH
895,araFGH,1985813,1989496,-,0.186545777,0.471522382,araFGH
896,ftnB,1990034,1990686,+,3.07681552,1.210748304,ftnB
897,ftnB,1990058,1990686,+,3.19402754,1.256872049,ftnB
898,azuC,1991132,1991259,-,0.137219257,0.261282748,azuC
899,yecR,1991459,1991803,+,0.244124085,0.137762778,yecR
900,ftnA,1991941,1992471,+,9.694282042,2.035432876,ftnA
901,tyrP,1992761,1994150,+,0.597657763,0.3004926,tyrP
902,tyrP,1992904,1994150,+,0.666139381,0.334924044,tyrP
903,glyW-cysT-leuZ-3'ETS,1995007,1995438,-,7.585631488,3.942628716,glyW-cysT-leuZ-3'ETS
904,uvrC,1996133,1998137,-,6.208624907,3.495630233,uvrC
905,uvrYC,1996133,1998664,-,6.252663984,3.191556268,uvrYC
906,yecF,1998976,1999300,+,3.671128038,0.523525849,yecF
907,sdiA,1999369,2000115,-,4.32190567,0.286260427,sdiA
908,sdiA,1999369,2000125,-,4.264888445,0.282483904,sdiA
909,sdsN,2000139,2000315,+,0.44670245,0.077496027,sdsN
910,sdiA,1999369,2000151,-,4.123450818,0.273115816,sdiA
911,sdiA,1999369,2000155,-,4.102519596,0.271729441,sdiA
912,sdsN,2000165,2000315,+,0.52311208,0.090751927,sdsN
913,sdiA,1999369,2000168,-,4.035936881,0.26731935,sdiA
914,sdiA,1999369,2000175,-,4.000972081,0.265003465,sdiA
915,dcyD-tcyLN,2000321,2002766,-,0.603843499,0.659819985,dcyD-tcyLN
916,tcyJ,2002800,2003668,-,4.689087015,11.62069182,tcyJ
917,fliAZ-tcyJ,2002800,2005066,-,2.312801597,4.563017879,fliAZ-tcyJ
918,fliAZ-tcyJ,2002800,2005077,-,2.301638448,4.540993659,fliAZ-tcyJ
919,fliC,2005369,2006934,-,0.661228845,1.099582677,fliC
920,fliDST,2007076,2009423,+,0.223962573,0.103046066,fliDST
921,amyA,2009374,2010932,+,0.841080349,4.801324997,amyA
922,fliE,2015959,2016294,-,0.289721266,0.013808553,fliE
923,fliE,2015959,2016351,-,0.247807276,0.011810869,fliE
924,fliFGHIJK,2016405,2022771,+,0.240116466,0.034583175,fliFGHIJK
925,fliFGHIJK,2016464,2022771,+,0.242361968,0.034906587,fliFGHIJK
926,fliLMNOPQR,2022843,2026936,+,0.633406119,0.050393729,fliLMNOPQR
927,fliLMNOPQR,2022854,2026936,+,0.632075435,0.050529461,fliLMNOPQR
928,rcsA,2027095,2027849,+,0.192119663,0.180711127,rcsA
929,dsrA,2028486,2028571,-,0.408911169,68.4122027,dsrA
930,rseX,2036908,2036989,+,0,0,rseX
931,hchA,2038889,2039944,+,0.983197548,72.67453748,hchA
932,hchA,2039039,2039944,+,1.138757874,83.76386034,hchA
933,yedX,2042099,2042627,+,0.483194596,0.27194125,yedX
934,zinT,2044605,2045283,+,0.435155949,0.133472702,zinT
935,serU,2046727,2046820,-,2.293436017,0.340264685,serU
936,asnT,2047800,2047882,+,0.797188084,0.688442911,asnT
937,shiA,2056825,2058217,+,1.668730244,0.690873631,shiA
938,amn,2058290,2059773,+,8.087990292,2.60480581,amn
939,asnU,2063104,2063184,+,0.447102252,0.347902213,asnU
940,cbl,2063223,2064199,-,0.380570184,0.673450448,cbl
941,nac,2064275,2065236,-,0.137970853,0.166572206,nac
942,asnV,2047800,2047882,+,0.797188084,0.688442911,asnV
943,cobUST,2066647,2069132,-,1.870754856,0.758190662,cobUST
944,cobUST,2066647,2069230,-,1.804420019,0.74018372,cobUST
945,isrC-flu,2074576,2077916,+,2.154624254,0.23999453,isrC-flu
946,flu,2074733,2077916,+,2.251552448,0.248954759,flu
947,flu,2074762,2077916,+,2.272241618,0.251242366,flu
948,sbmC,2084048,2084561,-,1.925303831,20.77489452,sbmC
949,sbmC,2084048,2084583,-,1.846427324,19.92378152,sbmC
950,sbcB,2085987,2087441,+,3.33720375,2.834490109,sbcB
951,yeeED,2087485,2088810,-,0.420118037,4.315617182,yeeED
952,yefM-yoeB,2092470,2092991,-,8.116860096,7.37158782,yefM-yoeB
953,hisLGDCBHAFI,2093224,2100483,+,0.909071139,1.160326851,hisLGDCBHAFI
954,hisL,2093224,2093398,+,6.836557265,23.26866928,hisL
955,hisBHAFI,2096619,2100483,+,0.975311857,0.645762347,hisBHAFI
956,gnd,2103121,2104582,-,53.50162838,6.234444119,gnd
957,galF,2116693,2117609,-,22.26973115,7.525043968,galF
958,wza-wzb-wzc,2136749,2140451,-,0.019602729,0.04140193,wza-wzb-wzc
959,wza-wzb-wzc-wcaAB,2135326,2140841,-,0.027842117,0.034201157,wza-wzb-wzc-wcaAB
960,yegH,2141122,2142743,+,1.086869129,0.579278057,yegH
961,alkA,2149951,2150817,-,0.187494931,0.319669726,alkA
962,sibA,2156570,2156712,+,0.652374901,1.478532111,sibA
963,sibB,2156905,2157039,+,0.317992289,0.366930658,sibB
964,mdtABCD-baeSR,2157238,2168256,+,0.290706675,0.274531642,mdtABCD-baeSR
965,cyaR,2170373,2170458,+,3.082473061,7.186089788,cyaR
966,yegRZ,2170861,2171607,-,0.032202809,0.06868985,yegRZ
967,gatZABCD,2175092,2178103,-,18.52099708,1.773461146,gatZABCD
968,gatYZABCD,2175092,2178103,-,18.52099708,1.773461146,gatYZABCD
969,fbaB,2181968,2183122,-,0.901212203,36.94316008,fbaB
970,yegTUV,2183237,2186516,+,0.425244428,0.125998406,yegTUV
971,thiMD,2188172,2189906,-,0.773685092,0.416376649,thiMD
972,rcnAB,2190283,2191753,+,2.024176776,0.762495138,rcnAB
973,rcnR,2189980,2190358,-,1.433909234,0.969731637,rcnR
974,metG,2198214,2200821,+,9.134428313,4.106308682,metG
975,mrp,2197449,2198658,-,16.485914,6.030187808,mrp
976,metG,2198725,2200821,+,6.277937232,3.051072165,metG
977,molR_1,2200901,2201753,+,0.085860386,0.023412481,molR_1
978,mlrA,2219296,2220052,+,0.27936553,4.889598,mlrA
979,osmF-yehYXW,2220201,2223978,-,0.290590381,0.913084505,osmF-yehYXW
980,bglX,2224116,2226575,-,1.733480992,0.673468213,bglX
981,dusC,2233894,2234850,-,0.665790936,0.378355126,dusC
982,yohJK,2234965,2236169,+,0.567017803,0.822659468,yohJK
983,cdd,2236275,2237183,+,17.37956722,13.21006741,cdd
984,preTA,2238445,2240955,+,0.723909087,0.484403782,preTA
985,mglAC,2241199,2243846,-,5.449525013,0.092216059,mglAC
986,mglBAC,2241199,2245021,-,9.689799943,0.26244885,mglBAC
987,galS,2245084,2246165,-,0.864142172,0.122730894,galS
988,folE-yeiB,2246266,2248303,-,2.914538729,1.472908218,folE-yeiB
989,cirA,2249234,2251384,-,1.798659667,0.292915089,cirA
990,cirA,2249234,2251397,-,1.787859401,0.291156246,cirA
991,lysP,2251519,2253015,-,3.357120639,3.641324843,lysP
992,nfo,2255262,2256152,+,3.612097143,3.38735258,nfo
993,rihB,2258701,2259707,-,0.012303552,0.020437844,rihB
994,yeiL,2259746,2260469,+,0.07750688,0.026626336,yeiL
995,fruBKA,2264175,2268052,-,2.045151636,1.0053075,fruBKA
996,yeiW,2269497,2269785,-,0.790822572,0.649413545,yeiW
997,yeiP,2269873,2270477,+,11.67768132,1.904709605,yeiP
998,mepS,2274267,2275000,+,31.941802,6.114521889,mepS
999,mepS,2274376,2275000,+,37.48488618,7.179191036,mepS
1000,yejG,2282349,2282732,-,19.81719184,2.881156412,yejG
1001,yejG,2282349,2282852,-,15.58997854,2.243636913,yejG
1002,radD,2285078,2286847,+,0.449526868,0.433915794,radD
1003,rplY,2286896,2287291,+,42.58490733,7.098445832,rplY
1004,proL,2290663,2290742,+,0.594758048,0.947134735,proL
1005,yejO,2290846,2293631,-,1.045081085,0.644035804,yejO
1006,narP,2294878,2295602,+,3.720741305,2.468731032,narP
1007,napFDAGHBC-ccmABCDEFGH,2295814,2308029,-,0.267100648,0.237801829,napFDAGHBC-ccmABCDEFGH
1008,napFDAGHBC-ccmABCDEFGH,2295814,2308032,-,0.267035075,0.237743448,napFDAGHBC-ccmABCDEFGH
1009,napFDAGHBC,2302113,2308150,-,0.274130462,0.208406525,napFDAGHBC
1010,yojI,2311428,2313096,-,1.628484055,0.600734181,yojI
1011,alkB,2313147,2313900,-,0.259943656,0.380190132,alkB
1012,ada-alkB,2313147,2314882,-,0.49325609,0.919528985,ada-alkB
1013,ompC,2316066,2317285,-,492.0595165,346.3946319,ompC
1014,ompC,2316066,2317319,-,478.7430627,337.0102355,ompC
1015,ompC,2316066,2317342,-,470.1317579,330.9451061,ompC
1016,micF,2317540,2317631,+,0.906389571,0,micF
1017,rcsDB,2317908,2321282,+,8.159290698,4.741014362,rcsDB
1018,rcsB,2320151,2321282,+,18.20576153,9.724980705,rcsB
1019,rcsB,2320431,2321282,+,21.42935806,11.05320725,rcsB
1020,atoDAEB,2329204,2333084,+,0.042209727,0.05212003,atoDAEB
1021,gyrA,2342585,2345248,-,24.85020556,6.133638282,gyrA
1022,ubiG,2345331,2346080,+,2.150162434,1.467083861,ubiG
1023,nrdAB-yfaE,2350547,2354559,+,5.444753852,1.388963963,nrdAB-yfaE
1024,inaA,2354614,2355290,-,3.655055948,3.117059122,inaA
1025,glpTQ,2355727,2358242,-,25.78608184,0.618703546,glpTQ
1026,glpABC,2358375,2362543,+,4.807863663,0.067699518,glpABC
1027,yfaY,2368223,2369446,-,1.466189705,0.784143196,yfaY
1028,elaB,2386514,2386844,-,8.370068555,110.1611829,elaB
1029,nuoABCEFGHIJKLMN,2395797,2410953,-,19.16944643,4.436832004,nuoABCEFGHIJKLMN
1030,nuoABCEFGHIJKLMN,2395797,2411126,-,19.02070457,4.417107341,nuoABCEFGHIJKLMN
1031,lrhA,2411495,2412447,-,0.805591063,1.205128529,lrhA
1032,alaA,2413976,2415345,+,4.34310507,1.149207497,alaA
1033,yfbR,2415399,2416028,+,1.585263489,1.132069288,yfbR
1034,yfbU-hxpA,2418007,2419161,-,9.290552971,3.954080639,yfbU-hxpA
1035,ackA,2420027,2421239,+,41.75416682,16.76827932,ackA
1036,hisJQMP,2430304,2433404,-,1.470738378,0.811304362,hisJQMP
1037,argT-hisJQMP,2430304,2434416,-,1.604337494,1.239100434,argT-hisJQMP
1038,cvpA-purF-ubiX,2434598,2437337,-,1.163696876,0.967189935,cvpA-purF-ubiX
1039,cvpA-purF-ubiX,2434598,2437367,-,1.159853317,0.961975874,cvpA-purF-ubiX
1040,accD,2439580,2440582,-,23.24288197,7.941558382,accD
1041,usg-truA-dedA,2440650,2443457,-,3.808212442,1.743038308,usg-truA-dedA
1042,pdxB-usg-truA-dedA,2440650,2444451,-,3.70711332,1.830188039,pdxB-usg-truA-dedA
1043,flk,2444480,2445512,+,2.068224528,0.793515921,flk
1044,fabB,2446851,2448208,-,12.20567954,17.83285913,fabB
1045,sixA,2462895,2463566,-,3.988888865,11.25101103,sixA
1046,fadIJ,2463583,2467078,-,1.671761054,0.655553939,fadIJ
1047,yfcZ,2467218,2467546,-,8.223427531,7.708696697,yfcZ
1048,fadL,2467773,2469213,+,12.10997011,1.6760461,fadL
1049,mlaA,2470820,2471702,-,7.353929279,3.615315701,mlaA
1050,argW,2472876,2472950,+,0.079152153,0.12246006,argW
1051,intS,2473083,2474269,+,1.341581119,0.248209659,intS
1052,dsdC,2483262,2484313,-,0.76284582,0.226673754,dsdC
1053,dsdXA,2484389,2487097,+,7.635642022,0.211492689,dsdXA
1054,dsdA,2485689,2487097,+,12.24650814,0.348227341,dsdA
1055,emrKY,2487206,2490015,-,0.079639466,0.031894659,emrKY
1056,evgAS,2490199,2494534,+,1.726928135,0.7951502,evgAS
1057,evgAS,2490209,2494534,+,1.730919187,0.796987847,evgAS
1058,frc,2498572,2500006,-,0.10860925,0.037279651,frc
1059,yfdX-frc-oxc-yfdVE,2494591,2501000,-,0.082569801,0.041708488,yfdX-frc-oxc-yfdVE
1060,lpxP,2502146,2503132,+,5.199281279,1.118530512,lpxP
1061,alaC,2503625,2504966,-,0.593441562,0.602231729,alaC
1062,glk,2514992,2516014,-,9.30983209,1.996246924,glk
1063,glk,2514992,2516028,-,9.184265954,1.978208804,glk
1064,mntH,2518036,2519301,-,1.665961623,1.934460448,mntH
1065,nupC,2519577,2520811,+,12.55319437,6.148361958,nupC
1066,alaWX,2524609,2524820,-,1.089466329,0.572224994,alaWX
1067,yfeCD,2524975,2525772,+,3.75615164,0.598849157,yfeCD
1068,gltX,2525776,2527297,-,14.38730625,5.257936926,gltX
1069,gltX,2525776,2527343,-,13.96549867,5.129165265,gltX
1070,gltX,2525776,2527351,-,13.89465277,5.106096248,gltX
1071,valUXY-lysV,2527492,2527895,+,40.65176143,8.03987851,valUXY-lysV
1072,xapR,2528057,2529072,-,0.48900251,0.320385372,xapR
1073,xapR,2527902,2529072,-,0.563803252,0.290443223,xapR
1074,xapR,2528057,2529130,-,0.462619118,0.303099463,xapR
1075,xapR,2527902,2529130,-,0.537217408,0.276747527,xapR
1076,xapAB,2529266,2531477,-,0.101015173,0.077906739,xapAB
1077,ligA-ypeB,2534509,2536768,-,3.408633379,1.217216007,ligA-ypeB
1078,cysK,2538912,2539991,+,8.097175299,33.33713811,cysK
1079,cysK,2538945,2539991,+,8.352143605,34.38687624,cysK
1080,ptsHI-crr,2540066,2542947,+,130.5574981,53.9772687,ptsHI-crr
1081,ptsHI-crr,2540069,2542947,+,130.6934955,54.03349502,ptsHI-crr
1082,ptsHI-crr,2540075,2542947,+,130.9641199,54.14468065,ptsHI-crr
1083,ptsHI-crr,2540169,2542947,+,135.3838097,55.93590998,ptsHI-crr
1084,ptsHI-crr,2540176,2542947,+,135.7255648,56.07711133,ptsHI-crr
1085,crr,2542048,2542947,+,110.9490347,81.49516348,crr
1086,crr,2542178,2542947,+,116.3488264,89.63864249,crr
1087,yfeKS,2543883,2545050,+,0.835275583,0.653009358,yfeKS
1088,pdxK,2542954,2543886,-,3.036369922,0.752926169,pdxK
1089,cysPUWAM,2545240,2550124,-,0.37204506,2.577550862,cysPUWAM
1090,ucpA,2550400,2551231,-,21.35794628,2.162090804,ucpA
1091,ucpA,2550400,2551238,-,21.17996339,2.144073381,ucpA
1092,murQP,2552301,2554664,+,1.048429114,0.280243352,murQP
1093,murQP,2552309,2554664,+,1.051987635,0.281194538,murQP
1094,murR,2551320,2552360,-,0.450920492,0.202166933,murR
1095,yfeYX,2556214,2557810,-,5.445254599,2.00063209,yfeYX
1096,amiA-hemF,2558809,2560691,+,2.000026862,1.51666822,amiA-hemF
1097,hemF,2559773,2560691,+,1.568162596,1.012528193,hemF
1098,talA-tktB,2578348,2581416,+,1.182128645,42.29686578,talA-tktB
1099,talA-tktB,2578366,2581416,+,1.18910057,42.54632305,talA-tktB
1100,talA,2578386,2579393,+,1.656988134,49.51573982,talA
1101,tktB,2579086,2581416,+,1.078007076,42.981489,tktB
1102,narQ,2585355,2587208,+,0.47551907,0.735932488,narQ
1103,acrD,2587253,2590485,+,0.221251201,0.160377457,acrD
1104,acrD,2587328,2590485,+,0.224599817,0.158345337,acrD
1105,ypfM,2590585,2590747,-,9.956664945,3.354518533,ypfM
1106,dapE-ypfN,2591338,2592739,+,5.492300068,2.226356587,dapE-ypfN
1107,purC,2596683,2597558,-,1.395439455,0.570100025,purC
1108,bamC,2597581,2598791,-,13.5410447,6.815992689,bamC
1109,dapA-bamC,2597581,2599561,-,14.29009026,7.867108506,dapA-bamC
1110,gcvR,2599584,2600255,+,6.829987914,5.895253883,gcvR
1111,gcvR,2599657,2600255,+,7.528981316,6.533343493,gcvR
1112,bcp,2600215,2600725,+,18.9071306,14.59906885,bcp
1113,hyfABCDEFGHIJR-focB,2600949,2614559,+,0.112171761,0.097433644,hyfABCDEFGHIJR-focB
1114,bepA-yfgD,2615804,2617714,+,5.961260625,3.955942493,bepA-yfgD
1115,bepA-yfgD,2615846,2617714,+,6.091933023,4.037046839,bepA-yfgD
1116,upp-uraA,2618649,2620686,-,7.937974897,0.814724324,upp-uraA
1117,purMN,2620931,2622649,+,1.196481086,0.386941105,purMN
1118,ppk-ppx,2622755,2626433,+,3.170791343,4.038175964,ppk-ppx
1119,pdeF,2626473,2628808,-,0.153786632,0.052490885,pdeF
1120,yfgG,2629031,2629258,+,5.644361118,8.1807657,yfgG
1121,guaBA,2630684,2633884,-,11.29106334,7.618010951,guaBA
1122,xseA,2633975,2635379,+,2.399777205,3.055847391,xseA
1123,bamB-der,2635662,2638752,-,12.03678101,5.970000039,bamB-der
1124,yfgM,2638441,2639147,-,20.06235995,8.75743441,yfgM
1125,yfgM,2638441,2639179,-,19.32620353,8.457141175,yfgM
1126,yfgM,2638441,2639210,-,18.9364979,8.301816725,yfgM
1127,hisS,2639079,2640419,-,15.26229557,8.02351435,hisS
1128,yfhM-pbpC,2644791,2652101,-,1.372534428,1.060043777,yfhM-pbpC
1129,mstA,2652169,2653116,+,7.940404582,4.857096676,mstA
1130,hscBA-fdx-iscX,2656284,2659301,-,7.61608355,1.636980555,hscBA-fdx-iscX
1131,iscRSUA,2659341,2661976,-,20.10845487,10.44884675,iscRSUA
1132,csiE,2665179,2666492,+,2.208099546,20.81450397,csiE
1133,hcaR,2667784,2668741,-,2.622270761,1.750143329,hcaR
1134,hcaEFCBD,2668760,2673026,+,0.177048923,0.247223067,hcaEFCBD
1135,glyA,2683853,2685351,-,16.96785853,5.361962728,glyA
1136,hmp,2685575,2686802,+,1.54905167,0.575673815,hmp
1137,glnB,2686848,2687218,-,3.721649701,2.723512271,glnB
1138,glnB,2686848,2687280,-,3.217309015,2.377136905,glnB
1139,glnB,2686848,2687303,-,3.09531062,2.279375375,glnB
1140,glrK,2689449,2690900,-,0.858815693,0.848965847,glrK
1141,glmY,2690935,2691117,-,1.844161411,13.00170195,glmY
1142,purL,2691434,2695366,-,0.284486278,0.117463954,purL
1143,mltF,2695545,2697134,+,0.693547946,0.25523805,mltF
1144,pgpC-tadA,2697132,2698415,-,2.233976087,1.313144147,pgpC-tadA
1145,shoB,2699895,2700068,-,1.860645771,0.936896954,shoB
1146,ohsC,2700296,2700373,+,0.080840719,0.057853232,ohsC
1147,pdxJ-acpS,2700396,2701590,-,7.207801769,2.337694539,pdxJ-acpS
1148,rnc-era,2702259,2704000,-,9.92205304,2.825857846,rnc-era
1149,rnc-era-recO-pdxJ-acpS,2700396,2704000,-,7.972239873,2.292443605,rnc-era-recO-pdxJ-acpS
1150,lepAB,2704113,2706973,-,10.40460933,4.48699373,lepAB
1151,rseABC,2707100,2709409,-,16.78778803,29.81902045,rseABC
1152,rpoE-rseABC,2707100,2709864,-,15.15531852,27.75456752,rpoE-rseABC
1153,rpoE-rseABC,2707100,2709942,-,14.75436006,27.0409473,rpoE-rseABC
1154,rseD-rpoE-rseABC,2707100,2709963,-,14.64621292,26.8427414,rseD-rpoE-rseABC
1155,rseD-rpoE-rseABC,2707100,2710007,-,14.42468203,26.43673225,rseD-rpoE-rseABC
1156,rseD-rpoE-rseABC,2707100,2710116,-,13.91361999,25.48369707,rseD-rpoE-rseABC
1157,nadB,2710135,2711819,+,0.270754371,0.128368026,nadB
1158,rseD-rpoE-rseABC,2707100,2710170,-,13.67100283,25.03574146,rseD-rpoE-rseABC
1159,grcA,2715844,2716283,-,37.76693752,83.79592932,grcA
1160,grcA,2715844,2716300,-,36.36510796,80.68560006,grcA
1161,ung,2716516,2717220,+,6.345919889,1.843558777,ung
1162,trxC,2718453,2718931,+,3.816926827,2.881379129,trxC
1163,patZ,2719709,2722390,+,0.993162719,2.619488452,patZ
1164,rrsG-gltW-rrlG-rrfG,2725847,2731109,-,25498.83129,26340.46405,rrsG-gltW-rrlG-rrfG
1165,rrsG-gltW-rrlG-rrfG,2725847,2731225,-,24949.12696,25772.67024,rrsG-gltW-rrlG-rrfG
1166,clpB,2731378,2733982,-,12.27180994,32.1170392,clpB
1167,ryfD,2733931,2734072,-,4.48157664,2.565817886,ryfD
1168,bamD,2735739,2736660,+,19.78096622,10.08197149,bamD
1169,bamD,2735784,2736660,+,20.76070759,10.54283991,bamD
1170,raiA,2736882,2737272,+,264.5460779,198.6237438,raiA
1171,pheLA,2737357,2738717,+,6.115312566,3.093470774,pheLA
1172,aroF-tyrA,2738690,2740978,-,2.213179483,0.959138465,aroF-tyrA
1173,yfiR-dgcN-yfiB,2741602,2743884,+,1.961095099,0.535066494,yfiR-dgcN-yfiB
1174,rpsP-rimM-trmD-rplS,2743961,2746031,-,262.7296622,65.13266738,rpsP-rimM-trmD-rplS
1175,ffh,2745987,2747630,-,7.075616007,3.568338144,ffh
1176,grpE,2749893,2750524,-,44.56887961,23.50704197,grpE
1177,recN,2751537,2753233,+,1.930954665,0.752106796,recN
1178,bamE,2753264,2753723,+,19.82169976,14.21461849,bamE
1179,ssrA,2755364,2755732,+,1522.94985,7548.019946,ssrA
